restaurant_id,platform,restaurant_name,city,city_lat,city_lon,locality,restaurant_type,cuisines,primary_cuisine,avg_cost_per_person_inr,price_category,distance_from_city_center_km,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,days_operational,rating,total_reviews,delivery_fee_inr,avg_delivery_time_minutes,platform_commission_pct,discount_frequency_pct,estimated_monthly_orders,estimated_monthly_revenue_inr,estimated_net_profit_inr,market_share_pct,profit_diff_swiggy_minus_zomato_inr,orders_diff_swiggy_minus_zomato,rating_diff_swiggy_minus_zomato,delivery_time_diff_swiggy_minus_zomato_min,profit_winner,combined_monthly_orders,combined_monthly_revenue_inr,combined_monthly_profit_inr
REST001560,Swiggy,Restaurant_1560,Hyderabad,17.385,78.4867,Hyderabad_Locality_6,Food Truck,Seafood; Mexican,Seafood; Mexican,601,Mid-Range,2.2,4,True,False,True,2024-08-13,640,2909,4.5,3083,31,35,22,26,151,70785,68445,49,13346,37,1.1,15,Swiggy,265,127651,123544
REST001561,Swiggy,Restaurant_1561,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,Fine Dine,Korean; Mediterranean,Korean; Mediterranean,963,Premium,5.6,3,False,False,False,2019-06-18,2523,260,4.1,3271,48,33,15,11,127,103955,100907,53,3602,6,0.19999999999999973,-1,Swiggy,248,204164,198212
REST001562,Swiggy,Restaurant_1562,Hyderabad,17.385,78.4867,Hyderabad_Locality_19,Cafe,Bakery,Bakery,1094,Premium,14.7,3,False,False,False,2018-04-21,2946,1719,3.5,408,93,53,18,13,155,139047,131839,46,-6362,-14,-0.2999999999999998,-6,Zomato,324,285106,270040
REST001563,Swiggy,Restaurant_1563,Hyderabad,17.385,78.4867,Hyderabad_Locality_17,Cloud Kitchen,Korean,Korean,1251,Luxury,2.7,3,True,False,False,2023-05-27,1084,3215,3.8,4360,33,23,24,8,328,311849,306437,64,-35532,-43,-0.5,8,Zomato,699,659939,648406
REST001564,Swiggy,Restaurant_1564,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,QSR,Korean; North Indian,Korean; North Indian,820,Premium,12.3,5,True,True,True,2021-04-01,1870,826,3.8,729,81,43,17,7,190,129314,121619,55,-9601,-15,-0.2999999999999998,-12,Zomato,395,268837,252839
REST001565,Swiggy,Restaurant_1565,Hyderabad,17.385,78.4867,Hyderabad_Locality_9,Cloud Kitchen,Mughlai,Mughlai,1458,Luxury,10.2,5,False,True,False,2025-12-29,137,716,3.8,4679,71,46,23,14,250,280665,271790,57,21782,7,0.09999999999999964,-13,Swiggy,493,539299,521798
REST001566,Swiggy,Restaurant_1566,Hyderabad,17.385,78.4867,Hyderabad_Locality_14,Cloud Kitchen,Vietnamese,Vietnamese,822,Premium,11.1,7,False,True,False,2019-02-08,2653,1182,4.3,4485,75,54,27,12,299,179417,168205,67,3190,14,0.20000000000000018,2,Swiggy,584,355119,333220
REST001567,Swiggy,Restaurant_1567,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,Food Truck,Chinese; Seafood,Chinese; Seafood,1105,Premium,13.0,7,False,True,False,2023-06-06,1074,1786,4.3,852,85,47,23,25,128,108908,103468,51,9688,18,0.5999999999999996,5,Swiggy,238,207363,197248
REST001568,Swiggy,Restaurant_1568,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Cloud Kitchen,Biryani,Biryani,282,Budget,10.7,4,False,False,True,2023-04-30,1111,753,4.1,694,73,46,25,23,271,57316,47425,63,1970,7,0.09999999999999964,6,Swiggy,535,112407,92880
REST001569,Swiggy,Restaurant_1569,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Food Truck,Desserts,Desserts,429,Mid-Range,13.0,6,False,False,True,2016-10-02,3512,897,4.5,687,85,56,19,24,121,42046,36903,50,3409,8,0.2999999999999998,12,Swiggy,234,80342,70397
REST001570,Swiggy,Restaurant_1570,Hyderabad,17.385,78.4867,Hyderabad_Locality_20,Cloud Kitchen,Thai,Thai,522,Mid-Range,10.1,6,True,True,False,2019-04-22,2580,1506,3.9,2107,70,50,23,10,282,113347,103477,55,-13147,-50,-0.6999999999999997,2,Zomato,614,241591,220101
REST001571,Swiggy,Restaurant_1571,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,QSR,Cafe,Cafe,491,Mid-Range,7.3,3,False,False,False,2017-05-30,3272,87,3.8,3801,56,40,18,9,173,69653,64809,65,850,0,0.0,4,Swiggy,346,138456,128768
REST001572,Swiggy,Restaurant_1572,Hyderabad,17.385,78.4867,Hyderabad_Locality_1,QSR,Mexican,Mexican,1221,Luxury,7.6,8,True,True,False,2016-07-24,3582,942,4.6,2678,58,50,18,21,233,233284,226527,61,39081,30,0.5999999999999996,7,Swiggy,436,426617,413973
REST001573,Swiggy,Restaurant_1573,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Fine Dine,Mexican; Fast Food,Mexican; Fast Food,1252,Luxury,13.1,6,True,True,False,2019-02-27,2634,1926,3.6,3018,85,56,17,15,136,141325,135545,46,-24869,-27,-0.6999999999999997,0,Zomato,299,308667,295959
REST001574,Swiggy,Restaurant_1574,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,Cafe,North Indian; Bakery,North Indian; Bakery,1193,Premium,11.6,3,False,True,True,2020-08-12,2102,3427,3.6,3120,78,46,18,14,190,185869,178459,60,-11536,-26,-0.49999999999999956,3,Zomato,406,384288,368454
REST001575,Swiggy,Restaurant_1575,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,Food Truck,Korean,Korean,1077,Premium,12.1,5,False,True,True,2024-05-23,722,2915,4.8,3207,80,47,21,32,161,136983,130543,49,26536,31,0.8999999999999999,3,Swiggy,291,246190,234550
REST001576,Swiggy,Restaurant_1576,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Fine Dine,Japanese; Biryani,Japanese; Biryani,1308,Luxury,11.9,3,True,False,True,2022-06-23,1422,3190,3.7,1087,79,46,12,15,159,183015,176734,43,14450,13,0.30000000000000027,2,Swiggy,305,351066,339018
REST001577,Swiggy,Restaurant_1577,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Fine Dine,Mediterranean; Thai,Mediterranean; Thai,923,Premium,8.0,4,True,False,False,2022-01-24,1572,652,4.2,4779,60,48,14,13,137,108747,104637,47,4282,4,0.10000000000000053,7,Swiggy,270,213092,204992
REST001578,Swiggy,Restaurant_1578,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Cafe,Lebanese; Fast Food,Lebanese; Fast Food,494,Mid-Range,9.6,7,True,False,False,2025-03-04,437,2842,3.9,1765,68,38,22,13,195,75137,68507,57,-4816,0,0.0,-4,Zomato,390,155090,141830
REST001579,Swiggy,Restaurant_1579,Hyderabad,17.385,78.4867,Hyderabad_Locality_13,Food Truck,Fast Food; Bakery,Fast Food; Bakery,736,Premium,0.9,4,False,False,False,2016-09-18,3526,3224,3.6,4584,30,26,22,6,124,71185,69325,49,-11890,-14,-0.3999999999999999,-9,Zomato,262,154470,150540
REST001580,Swiggy,Restaurant_1580,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,Casual Dining,Japanese; Cafe,Japanese; Cafe,245,Budget,10.9,8,True,False,False,2023-02-27,1173,340,4.1,2443,74,48,20,22,193,37828,30687,49,4300,19,0.39999999999999947,16,Swiggy,367,70653,57074
REST001581,Swiggy,Restaurant_1581,Hyderabad,17.385,78.4867,Hyderabad_Locality_8,Casual Dining,Vietnamese,Vietnamese,594,Mid-Range,2.0,5,False,True,True,2016-07-01,3605,683,3.7,3185,30,36,17,12,182,89729,86999,42,3243,0,0.0,5,Swiggy,364,176215,170755
REST001582,Swiggy,Restaurant_1582,Hyderabad,17.385,78.4867,Hyderabad_Locality_1,Food Truck,Mughlai; Fast Food,Mughlai; Fast Food,961,Premium,6.5,3,True,False,True,2025-07-26,293,129,3.8,3725,52,46,20,5,92,70729,68337,47,-7865,-8,-0.2999999999999998,3,Zomato,192,149531,144539
REST001583,Swiggy,Restaurant_1583,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Cloud Kitchen,Lebanese,Lebanese,1308,Luxury,8.4,6,True,False,True,2020-09-25,2058,103,3.5,1456,62,38,27,6,212,202426,195854,72,9017,18,0.2999999999999998,2,Swiggy,406,395277,382691
REST001584,Swiggy,Restaurant_1584,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,Cloud Kitchen,Fast Food,Fast Food,618,Mid-Range,5.8,5,False,True,True,2020-11-05,2017,2881,3.3,1686,49,36,28,11,276,122808,116046,56,-39336,-83,-1.0,-3,Zomato,635,286985,271428
REST001585,Swiggy,Restaurant_1585,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,Fine Dine,Pan-Asian; Mughlai,Pan-Asian; Mughlai,456,Mid-Range,3.5,8,False,True,False,2018-11-16,2737,2723,3.6,461,37,31,16,14,148,56689,53951,45,-5051,-8,-0.19999999999999973,-1,Zomato,304,118577,112953
REST001586,Swiggy,Restaurant_1586,Hyderabad,17.385,78.4867,Hyderabad_Locality_20,Cloud Kitchen,Desserts,Desserts,358,Mid-Range,2.0,4,False,True,True,2016-12-22,3431,1341,4.0,4537,30,23,22,23,284,79304,75044,65,6067,8,0.10000000000000009,-10,Swiggy,560,152421,144021
REST001587,Swiggy,Restaurant_1587,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Casual Dining,Korean,Korean,350,Mid-Range,13.1,6,True,False,True,2017-12-11,3077,1507,3.5,1331,85,42,17,5,190,55195,47120,54,-11071,-48,-0.9000000000000004,-9,Zomato,428,123501,105311
REST001588,Swiggy,Restaurant_1588,Hyderabad,17.385,78.4867,Hyderabad_Locality_2,Food Truck,Italian; Pan-Asian,Italian; Pan-Asian,192,Budget,7.1,8,False,True,True,2026-03-05,71,1437,3.3,3886,55,38,18,15,94,14799,12214,53,-4938,-38,-1.2999999999999998,-3,Zomato,226,35581,29366
REST001589,Swiggy,Restaurant_1589,Hyderabad,17.385,78.4867,Hyderabad_Locality_16,Fine Dine,Desserts; Japanese,Desserts; Japanese,921,Premium,1.7,8,False,False,True,2022-04-22,1484,152,4.1,2339,30,28,13,25,125,100158,98283,44,16859,15,0.49999999999999956,2,Swiggy,235,183232,179707
REST001590,Swiggy,Restaurant_1590,Hyderabad,17.385,78.4867,Hyderabad_Locality_20,Food Truck,South Indian,South Indian,670,Mid-Range,13.5,7,True,False,False,2018-04-30,2937,1777,3.9,2591,87,55,19,6,116,62953,57907,48,-4493,-9,-0.30000000000000027,-1,Zomato,241,130790,120307
REST001591,Swiggy,Restaurant_1591,Hyderabad,17.385,78.4867,Hyderabad_Locality_5,Cafe,Seafood,Seafood,492,Mid-Range,12.6,5,True,True,False,2019-10-30,2389,1743,3.9,3515,83,51,22,6,173,66390,59210,51,-8837,-23,-0.5000000000000004,-1,Zomato,369,142571,127257
REST001592,Swiggy,Restaurant_1592,Hyderabad,17.385,78.4867,Hyderabad_Locality_9,QSR,Chinese,Chinese,1275,Luxury,10.3,8,False,True,True,2024-10-03,589,424,4.4,306,71,45,18,22,209,218509,211090,47,24240,24,0.5000000000000004,-3,Swiggy,394,411926,397940
REST001593,Swiggy,Restaurant_1593,Hyderabad,17.385,78.4867,Hyderabad_Locality_14,Cloud Kitchen,Seafood,Seafood,827,Premium,12.6,4,True,False,True,2021-01-12,1949,1994,3.3,3142,83,55,22,15,252,162555,152097,73,-30456,-68,-0.9000000000000004,9,Zomato,572,358388,334650
REST001594,Swiggy,Restaurant_1594,Hyderabad,17.385,78.4867,Hyderabad_Locality_14,Food Truck,Korean; Thai,Korean; Thai,638,Mid-Range,2.2,8,True,False,True,2024-03-16,790,620,3.5,887,31,19,19,7,91,47026,45616,51,-1161,0,0.0,-8,Zomato,182,95214,92393
REST001595,Swiggy,Restaurant_1595,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Food Truck,South Indian; Mughlai,South Indian; Mughlai,258,Budget,0.7,6,True,True,True,2022-08-09,1375,1803,4.5,4444,30,27,18,35,134,28349,26339,51,5860,27,0.8999999999999999,-10,Swiggy,241,50433,46818
REST001596,Swiggy,Restaurant_1596,Hyderabad,17.385,78.4867,Hyderabad_Locality_2,Cloud Kitchen,Italian,Italian,1360,Luxury,9.2,4,True,False,False,2017-12-07,3081,2016,3.6,210,66,58,23,11,275,287980,278905,73,-60623,-69,-0.8999999999999999,21,Zomato,619,638860,618433
REST001597,Swiggy,Restaurant_1597,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Cloud Kitchen,Multi-Cuisine,Multi-Cuisine,486,Mid-Range,9.2,8,False,False,True,2018-08-17,2828,1921,3.8,3360,66,42,28,5,287,100427,90956,74,-6836,-8,-0.10000000000000009,3,Zomato,582,207954,188748
REST001598,Swiggy,Restaurant_1598,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,QSR,Chinese; Seafood,Chinese; Seafood,937,Premium,0.8,7,True,False,True,2017-11-19,3099,1866,4.3,4163,30,28,21,21,242,179135,175505,58,-13647,-6,-0.10000000000000053,8,Zomato,490,372007,364657
REST001599,Swiggy,Restaurant_1599,Hyderabad,17.385,78.4867,Hyderabad_Locality_15,Cloud Kitchen,Desserts; Bakery,Desserts; Bakery,738,Premium,4.1,6,False,True,False,2026-01-02,133,215,4.5,2162,40,37,26,37,277,151275,145735,68,21238,37,0.6000000000000001,2,Swiggy,517,280572,270232
REST001600,Swiggy,Restaurant_1600,Hyderabad,17.385,78.4867,Hyderabad_Locality_16,Casual Dining,Desserts,Desserts,1005,Premium,13.3,7,False,True,True,2020-02-19,2277,3102,3.9,2661,86,55,18,11,250,206025,195275,54,-11236,-25,-0.3999999999999999,8,Zomato,525,424361,401786
REST001601,Swiggy,Restaurant_1601,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Fine Dine,Italian,Italian,246,Budget,7.4,5,True,False,False,2025-07-21,298,3043,3.7,4262,57,46,12,5,157,33987,29512,44,-2909,-25,-0.5999999999999996,12,Zomato,339,71595,61933
REST001602,Swiggy,Restaurant_1602,Hyderabad,17.385,78.4867,Hyderabad_Locality_18,Casual Dining,Desserts; South Indian,Desserts; South Indian,324,Mid-Range,7.1,5,True,False,True,2019-12-03,2355,3159,4.5,777,55,43,21,20,290,74228,66253,51,1945,20,0.2999999999999998,-6,Swiggy,560,145961,130561
REST001603,Swiggy,Restaurant_1603,Hyderabad,17.385,78.4867,Hyderabad_Locality_16,Cafe,Chinese,Chinese,346,Mid-Range,6.5,6,True,False,True,2022-06-01,1444,2408,4.2,3345,52,39,21,15,201,54941,49715,60,-3938,-19,-0.39999999999999947,-2,Zomato,421,114314,103368
REST001604,Swiggy,Restaurant_1604,Hyderabad,17.385,78.4867,Hyderabad_Locality_17,Cafe,Korean,Korean,1484,Luxury,8.3,3,False,True,True,2020-12-29,1963,169,4.1,3353,61,42,21,24,151,177026,172420,46,-10157,-11,-0.3000000000000007,-5,Zomato,313,364544,354997
REST001605,Swiggy,Restaurant_1605,Hyderabad,17.385,78.4867,Hyderabad_Locality_17,Cloud Kitchen,Biryani,Biryani,302,Mid-Range,1.5,3,True,False,True,2019-01-15,2677,1416,4.0,3948,30,30,26,20,286,63915,59625,60,-5637,-14,-0.20000000000000018,-3,Zomato,586,133677,124887
REST001606,Swiggy,Restaurant_1606,Hyderabad,17.385,78.4867,Hyderabad_Locality_8,QSR,Mexican,Mexican,1048,Premium,9.1,8,True,True,False,2018-09-03,2811,1033,4.0,1438,65,45,18,20,205,176168,169506,55,-34121,-51,-1.0,-1,Zomato,461,388115,373133
REST001607,Swiggy,Restaurant_1607,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,Cloud Kitchen,Multi-Cuisine,Multi-Cuisine,1300,Luxury,4.5,4,False,True,True,2020-11-28,1994,347,4.0,1308,42,35,25,22,251,244725,239454,61,-23850,-25,-0.40000000000000036,-3,Zomato,527,513825,502758
REST001608,Swiggy,Restaurant_1608,Hyderabad,17.385,78.4867,Hyderabad_Locality_14,Casual Dining,Street Food,Street Food,1315,Luxury,0.9,7,False,False,True,2021-08-14,1735,1733,3.6,3349,30,27,20,11,200,210400,207400,45,-1431,6,0.10000000000000009,2,Zomato,394,422141,416231
REST001609,Swiggy,Restaurant_1609,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Food Truck,Desserts,Desserts,844,Premium,7.5,5,False,True,True,2023-02-15,1185,2002,4.3,1141,57,34,21,16,131,87345,83612,56,10553,15,0.5,-5,Swiggy,247,163710,156671
REST001610,Swiggy,Restaurant_1610,Hyderabad,17.385,78.4867,Hyderabad_Locality_6,QSR,Desserts,Desserts,504,Mid-Range,5.6,8,True,True,True,2016-12-07,3446,3500,3.9,3937,48,29,20,11,259,104428,98212,57,-1156,7,0.10000000000000009,-1,Zomato,511,209844,197580
REST001611,Swiggy,Restaurant_1611,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,QSR,Bakery,Bakery,181,Budget,9.6,8,False,True,False,2024-06-03,711,1820,3.6,2623,68,35,22,5,202,28518,21650,47,-3169,-22,-0.3999999999999999,-7,Zomato,426,60953,46469
REST001612,Swiggy,Restaurant_1612,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,QSR,Korean,Korean,1217,Luxury,13.6,8,False,True,False,2020-06-02,2173,300,3.6,3899,88,47,23,15,168,157431,150039,56,-26107,-24,-0.49999999999999956,-10,Zomato,360,342025,326185
REST001613,Swiggy,Restaurant_1613,Hyderabad,17.385,78.4867,Hyderabad_Locality_1,Fine Dine,South Indian,South Indian,546,Mid-Range,11.8,6,True,False,True,2023-11-25,902,3087,4.2,557,79,53,17,19,179,81119,74048,46,7414,26,0.6000000000000001,5,Swiggy,332,153797,140682
REST001614,Swiggy,Restaurant_1614,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Cafe,Mediterranean; Street Food,Mediterranean; Street Food,699,Mid-Range,7.1,8,True,True,False,2020-07-11,2134,3499,3.9,4569,55,39,18,13,207,118648,112955,45,2681,-6,-0.10000000000000009,3,Swiggy,420,234779,223229
REST001615,Swiggy,Restaurant_1615,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,QSR,Thai,Thai,1061,Premium,2.1,7,True,False,True,2022-12-27,1235,2649,3.8,2515,30,29,19,8,233,200242,196747,61,-7210,-18,-0.2999999999999998,-2,Zomato,484,407964,400704
REST001616,Swiggy,Restaurant_1616,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Fine Dine,Biryani,Biryani,233,Budget,4.5,4,False,False,True,2021-04-12,1859,3511,3.8,4897,42,29,17,12,168,32489,28961,46,-4655,-27,-0.6000000000000005,-5,Zomato,363,70200,62577
REST001617,Swiggy,Restaurant_1617,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,Cloud Kitchen,Chinese; Pan-Asian,Chinese; Pan-Asian,1146,Premium,14.5,7,False,False,False,2022-08-09,1375,245,4.0,3968,92,46,26,14,248,210313,198905,68,-24864,-31,-0.5,-2,Zomato,527,446916,422674
REST001618,Swiggy,Restaurant_1618,Hyderabad,17.385,78.4867,Hyderabad_Locality_20,Food Truck,Italian; North Indian,Italian; North Indian,566,Mid-Range,4.9,4,False,False,False,2016-11-08,3475,1111,4.4,2285,44,27,22,18,121,53419,50757,48,5523,16,0.6000000000000005,-4,Swiggy,226,100963,95991
REST001619,Swiggy,Restaurant_1619,Hyderabad,17.385,78.4867,Hyderabad_Locality_16,Food Truck,North Indian,North Indian,812,Premium,8.0,5,False,True,False,2022-03-24,1513,980,4.3,4427,60,33,19,19,117,76953,73443,63,3896,9,0.2999999999999998,-3,Swiggy,225,149740,142990
REST001620,Swiggy,Restaurant_1620,Hyderabad,17.385,78.4867,Hyderabad_Locality_18,QSR,Mughlai; Multi-Cuisine,Mughlai; Multi-Cuisine,1123,Premium,6.5,6,True,True,False,2022-10-07,1316,279,4.0,1346,52,37,18,13,186,171279,166443,51,-22153,-33,-0.7000000000000002,-2,Zomato,405,365569,355039
REST001621,Swiggy,Restaurant_1621,Hyderabad,17.385,78.4867,Hyderabad_Locality_1,Food Truck,Vietnamese; Italian,Vietnamese; Italian,210,Budget,8.6,6,True,True,False,2017-09-24,3155,2679,4.0,3857,63,47,18,15,131,22558,18431,58,1100,0,0.0,1,Swiggy,262,44015,35762
REST001622,Swiggy,Restaurant_1622,Hyderabad,17.385,78.4867,Hyderabad_Locality_6,Cloud Kitchen,Chinese,Chinese,953,Premium,6.4,5,False,True,False,2019-06-13,2528,3024,4.8,1865,52,39,28,33,407,279267,268685,60,4672,34,0.39999999999999947,-4,Swiggy,780,552978,532698
REST001623,Swiggy,Restaurant_1623,Hyderabad,17.385,78.4867,Hyderabad_Locality_9,Cloud Kitchen,Mediterranean,Mediterranean,1303,Luxury,8.7,3,True,False,True,2020-08-05,2109,1883,4.1,2045,63,39,26,11,309,297943,288210,58,-22434,-15,-0.20000000000000018,0,Zomato,633,618793,598854
REST001624,Swiggy,Restaurant_1624,Hyderabad,17.385,78.4867,Hyderabad_Locality_19,Food Truck,North Indian; Biryani,North Indian; Biryani,967,Premium,2.9,4,False,True,True,2023-03-27,1145,106,4.2,2376,34,23,17,15,102,81866,80132,57,9428,12,0.5,-6,Swiggy,192,154100,150836
REST001625,Swiggy,Restaurant_1625,Hyderabad,17.385,78.4867,Hyderabad_Locality_17,QSR,Lebanese,Lebanese,1133,Premium,10.5,4,False,True,True,2026-01-24,111,2877,3.6,773,72,35,20,8,225,203940,195840,64,-27115,-38,-0.6000000000000001,-14,Zomato,488,436363,418795
REST001626,Swiggy,Restaurant_1626,Hyderabad,17.385,78.4867,Hyderabad_Locality_11,Food Truck,Desserts,Desserts,895,Premium,7.0,8,True,False,False,2019-03-04,2629,1579,4.4,1445,55,43,18,12,128,93939,90419,46,20192,26,0.9000000000000004,3,Swiggy,230,166971,160646
REST001627,Swiggy,Restaurant_1627,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,QSR,Pan-Asian,Pan-Asian,505,Mid-Range,2.3,7,False,True,False,2022-06-11,1434,2729,4.0,3379,31,25,22,15,247,97293,93464,46,12821,31,0.5,-6,Swiggy,463,181284,174107
REST001628,Swiggy,Restaurant_1628,Hyderabad,17.385,78.4867,Hyderabad_Locality_1,Casual Dining,Japanese; Mexican,Japanese; Mexican,832,Premium,7.7,3,False,True,True,2022-02-02,1563,2123,4.3,2334,58,42,22,18,249,161591,154370,51,62063,104,1.7999999999999998,5,Swiggy,394,258103,246677
REST001629,Swiggy,Restaurant_1629,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Cafe,Desserts,Desserts,1413,Luxury,10.2,6,True,True,False,2024-12-15,516,1321,4.0,497,71,52,18,21,170,196972,190937,54,21483,9,0.20000000000000018,6,Swiggy,331,372141,360391
REST001630,Swiggy,Restaurant_1630,Hyderabad,17.385,78.4867,Hyderabad_Locality_8,Food Truck,Desserts,Desserts,806,Premium,14.5,7,False,True,True,2019-10-06,2413,2470,4.5,4491,92,53,18,26,144,95172,88548,57,21540,29,0.8999999999999999,-1,Swiggy,259,167470,155556
REST001631,Swiggy,Restaurant_1631,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Fine Dine,Cafe; Lebanese,Cafe; Lebanese,903,Premium,14.2,6,True,True,True,2019-08-16,2464,3085,4.2,2720,91,50,14,19,179,139007,130863,51,10966,17,0.40000000000000036,9,Swiggy,341,266275,250760
REST001632,Swiggy,Restaurant_1632,Hyderabad,17.385,78.4867,Hyderabad_Locality_3,Food Truck,Korean; Bakery,Korean; Bakery,1270,Luxury,0.9,6,True,True,True,2018-08-22,2823,2823,4.5,2905,30,16,20,38,149,151384,149149,61,23297,20,0.6000000000000001,-14,Swiggy,278,279171,275001
REST001633,Swiggy,Restaurant_1633,Hyderabad,17.385,78.4867,Hyderabad_Locality_12,Food Truck,Vietnamese,Vietnamese,748,Premium,9.7,4,False,False,False,2020-06-14,2161,2440,3.4,155,68,41,21,12,108,63819,60147,58,-19916,-32,-1.0000000000000004,-7,Zomato,248,148642,140210
REST001634,Swiggy,Restaurant_1634,Hyderabad,17.385,78.4867,Hyderabad_Locality_2,QSR,South Indian; Japanese,South Indian; Japanese,666,Mid-Range,10.1,3,False,False,True,2020-09-26,2057,171,4.4,1049,70,36,22,16,202,104934,97864,63,19024,37,0.8000000000000003,-15,Swiggy,367,189549,176704
REST001635,Swiggy,Restaurant_1635,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,Food Truck,Fast Food,Fast Food,1140,Premium,9.6,4,True,False,False,2019-05-10,2562,1076,3.9,839,68,49,21,7,107,96364,92726,57,1746,6,0.19999999999999973,2,Swiggy,208,190778,183706
REST001636,Swiggy,Restaurant_1636,Hyderabad,17.385,78.4867,Hyderabad_Locality_13,Casual Dining,Mexican,Mexican,859,Premium,6.5,8,True,True,True,2024-04-14,761,1751,4.1,4705,52,39,23,17,228,150806,144878,46,-654,5,0.09999999999999964,-3,Zomato,451,302136,290410
REST001637,Swiggy,Restaurant_1637,Hyderabad,17.385,78.4867,Hyderabad_Locality_2,QSR,Fast Food; South Indian,Fast Food; South Indian,581,Mid-Range,12.7,6,False,False,True,2020-12-20,1972,2046,4.1,3102,83,56,19,17,236,111063,101269,45,13646,29,0.49999999999999956,8,Swiggy,443,207276,188892
REST001638,Swiggy,Restaurant_1638,Hyderabad,17.385,78.4867,Hyderabad_Locality_13,Fine Dine,Mediterranean,Mediterranean,298,Budget,1.4,6,True,False,False,2025-08-09,279,1890,3.6,4365,30,27,15,5,135,34195,32170,41,-2913,-16,-0.3999999999999999,-7,Zomato,286,71543,67253
REST001639,Swiggy,Restaurant_1639,Hyderabad,17.385,78.4867,Hyderabad_Locality_14,Cloud Kitchen,Desserts,Desserts,611,Mid-Range,11.2,6,True,False,False,2020-05-09,2197,2239,3.6,4864,76,48,27,14,282,125780,115064,68,-21797,-39,-0.49999999999999956,4,Zomato,603,274839,251925
REST001640,Swiggy,Restaurant_1640,Hyderabad,17.385,78.4867,Hyderabad_Locality_7,Food Truck,Mediterranean,Mediterranean,200,Budget,11.7,4,False,False,False,2021-04-12,1859,2233,3.9,2177,78,47,22,5,122,19032,14274,48,-1404,-12,-0.3999999999999999,-10,Zomato,256,39936,29952
REST001641,Swiggy,Restaurant_1641,Hyderabad,17.385,78.4867,Hyderabad_Locality_10,Casual Dining,Vietnamese,Vietnamese,438,Mid-Range,12.0,6,True,True,False,2017-07-05,3236,396,3.6,862,80,52,22,7,170,58078,51278,41,-6956,-15,-0.2999999999999998,10,Zomato,355,123712,109512
REST001642,Swiggy,Restaurant_1642,Hyderabad,17.385,78.4867,Hyderabad_Locality_18,Food Truck,Lebanese; North Indian,Lebanese; North Indian,1178,Premium,13.4,4,True,False,True,2020-06-30,2145,2141,4.1,1372,87,56,17,24,127,124172,118648,63,14158,6,0.19999999999999973,4,Swiggy,248,233926,223138
REST001643,Swiggy,Restaurant_1643,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,Fine Dine,Korean,Korean,413,Mid-Range,14.5,3,False,False,False,2020-05-22,2184,3515,4.9,1918,92,56,13,23,217,77970,67988,46,14726,40,0.9000000000000004,1,Swiggy,394,139374,121250
REST001644,Swiggy,Restaurant_1644,Hyderabad,17.385,78.4867,Hyderabad_Locality_4,QSR,Mexican; Seafood,Mexican; Seafood,747,Premium,4.7,8,False,False,True,2025-11-27,169,993,3.5,1578,43,38,20,14,178,106372,102545,51,-22338,-36,-0.7000000000000002,5,Zomato,392,235856,227428
REST001645,Swiggy,Restaurant_1645,Hyderabad,17.385,78.4867,Hyderabad_Locality_8,Cafe,Fast Food; Lebanese,Fast Food; Lebanese,1050,Premium,10.0,8,False,False,False,2024-08-05,648,3059,3.9,2901,70,47,23,14,199,160891,153926,52,-39358,-35,-0.6999999999999997,11,Zomato,433,362365,347210
